es_0,"Aunque normalmente no tiene ningún poder, existe una pequeña probabilidad de matar al otro."
es_1,NULL
es_2,"Daga de novicio. Una buena daga para principiantes."
es_3,"Una daga de mithril con poderes mágicos que ayudan a recuperar los PM."
es_4,"Una daga hecha de oricalco que no sufre daños."
es_5,NULL
es_6,NULL
es_7,NULL
es_8,"La espada de Bran fue maldecida por alguien."
es_9,NULL
es_10,"Esta espada tiene una frecuencia de impacto mayor que otras espadas y puede atravesar las armaduras de tus enemigos."
es_11,"La espada élfica fue donada por los más venerables ancestros entre los elfos. "
es_12,"Una espada larga especial que aumenta el poder de su portador."
es_13,NULL
es_14,NULL
es_15,"Esta espada de novicio a una mano es fantástica para principiantes."
es_16,"Una espada especial con gran resistencia al daño. "
es_17,NULL
es_18,"El shamshir está fabricado con oricalco, un material legendario e irrompible."
es_19,NULL
es_20,NULL
es_21,NULL
es_22,"Esta espada de novicio a dos manos es buena para principiantes."
es_23,NULL
es_24,NULL
es_25,NULL
es_26,"El bastón usado por Bran puede invocar el rayo para aplastar a tus enemigos."
es_27,NULL
es_28,"Esta espada fue usada por el caballero de la muerte cuando cazaba dragones. En su hoja porta su resentimiento."
es_29,"La espada del demonio reduce de forma constante tus PS, pero tus movimientos serán más rápidos."
es_30,NULL
es_31,NULL
es_32,NULL
es_33,"La garra está fabricada con bronce inferior."
es_34,NULL
es_35,"La garra está fabricada con acero sólido y es muy resistente."
es_36,NULL
es_37,NULL
es_38,NULL
es_39,NULL
es_40,NULL
es_41,NULL
es_42,NULL
es_43,NULL
es_44,NULL
es_45,NULL
es_46,NULL
es_47,NULL
es_48,NULL
es_49,"Esta lanza de novicio es buena para principiantes."
es_50,NULL
es_51,NULL
es_52,NULL
es_53,NULL
es_54,NULL
es_55,"La espada élfica fue donada por los más venerables ancestros entre los elfos y mejora tu nivel de destreza. "
es_56,"El arco élfico fue donado por los más venerables ancestros entre los elfos y mejora tu nivel de destreza. "
es_57,NULL
es_58,NULL
es_59,NULL
es_60,NULL
es_61,NULL
es_62,NULL
es_63,NULL
es_64,"Un bastón que recupera con rapidez tus PM."
es_65,"Este bastón de novicio es bueno para principiantes."
es_66,"Este bastón está imbuido con la magia de Beleth. Aumenta los PH y la velocidad de la recuperación de PM."
es_67,"El bastón con la magia de Bafomet tiene el poder de la oscuridad e inflige gran daño al enemigo."
es_68,"Aumenta los PH."
es_69,"Este bastón mágico absorbe los PM del oponente cuando se ataca con él."
es_70,"Aumenta el daño contra ataques mágicos."
es_71,"Esto disminuye tus puntos mágicos, pero aumenta tu daño mágico."
es_72,"Esta hacha de novicio es fantástica para principiantes."
es_73,"Esta ballesta de piedra de novicio es buena para principiantes."
es_74,"Este arco es fantástico para principiantes."
es_75,"No es posible lanzar magia cuando se usa esto."
es_76,"La espada élfica fue donada por los más venerables ancestros entre los elfos y aumenta tus PH."
es_77,"La espada élfica fue donada por los más venerables ancestros entre los elfos y aumenta tus PS."
es_78,"Este casco mágico te concede la habilidad de gastar solo la mitad de los PM necesarios para lanzar hechizos."
es_79,"Este casco aumenta la RM. Cuanto mayor sea el número de hechizos lanzados, mayor será el poder de resistencia."
es_80,"Un yelmo especial para caballeros que permite lanzar curación menor y curación usando la mitad de PM necesarios."
es_81,"Un yelmo especial para caballeros que permite lanzar encantar destreza y celeridad usando la mitad de PM necesarios."
es_82,"Un yelmo especial para caballeros que permite lanzar detección y encantar fuerza usando la mitad de PM necesarios."
es_83,"La capucha con la magia de Svipdag aumenta la inteligencia."
es_84,"Solo un príncipe o princesa pueden ponerse esto. Aumenta la inteligencia y el carisma. Cuando el portador muere, caerá de su cabeza."
es_85,"La capucha con la magia de Sauroner aumenta la velocidad de recuperación de PM. "
es_86,"El yelmo de cuero de novicio es bueno para principiantes."
es_87,"La capucha con la magia de Skuld aumenta el máximo de PM y la velocidad de recuperación de PM."
es_88,"El yelmo de los antiguos elfos aumenta la destreza. "
es_89,"Esto permite ver en la oscuridad. "
es_90,"La capucha con la magia de Endor aumenta los PM máximos."
es_91,"El yelmo de Bran fue maldecido por alguien."
es_92,"Posee el misterioso poder de la Reina Hormiga, aumenta la RM y el máximo de PS."
es_93,"Posee el misterioso poder de la Reina Hormiga, aumenta la RM y el máximo de PM."
es_94,"La capa de la tierra tiene una mayor resistencia frente a los ataques de tierra."
es_95,"Esta capa ofrece un rápido índice de recuperación de PM."
es_96,"Esta capa aumenta la resistencia a la magia. Cuando lanzas un hechizo, el poder de resistencia se hace más fuerte."
es_97,"La capa del agua tiene una mayor resistencia frente a los ataques de agua."
es_98,"La capa del viento tiene una mayor resistencia frente a los ataques de viento."
es_99,"La capa del fuego tiene una mayor resistencia frente a los ataques de fuego."
es_100,". Esta capa aumenta la velocidad de recuperación de PS de los elfos."
es_101,"La capa está fabricada con plata y tiene una mayor resistencia frente a los hechizos."
es_102,"El portador se hace invisible a los monstruos y a otros jugadores. Solo funciona cuando no se hacen ataques."
es_103,"La casaca de novicio es buena protección para principiantes."
es_104,"Se puede vestir bajo la armadura."
es_105,"Esta cota de malla aumenta la resistencia a la magia. Cuanto mayor sea la cantidad de hechizos lanzados, mayor será el poder de resistencia."
es_106,"Esta armadura proporciona gran resistencia contra los hechizos de veneno y de luz."
es_107,"La armadura de cuero de novicio es fantástica para principiantes."
es_108,"La armadura de Bran fue maldecida por alguien."
es_109,"La toga tiene la magia del anciano oscuro, que aumenta la velocidad de recuperación de PM."
es_110,"Guanteletes con un espíritu fuerte."
es_111,"Los guanteletes del espíritu de un elfo acuático que aumentan la resistencia a los ataques de agua. "
es_112,"Los guanteletes de cuero de novicio son fantásticos para principiantes."
es_113,"Los guanteletes del espíritu de un elfo de tierra aumentan la resistencia a los ataques de tierra."
es_114,"Los guanteletes con el espíritu de un elfo de fuego aumentan la resistencia a los ataques de fuego."
es_115,"Los guanteletes de Bran fueron maldecidos por alguien."
es_116,"Los guanteletes con la sangre de un ogro aumentan la FZA."
es_117,"Los guanteletes con el espíritu de un elfo de viento aumentan la resistencia a los ataques de viento. "
es_118,"Estas botas contienen una ligera resistencia al pergamino de encantar armadura."
es_119,"Las sandalias de cuero de novicio son solo para principiantes."
es_120,"Las botas de Bran están bajo la maldición de alguien."
es_121,"Estas sandalias tienen la magia del anciano oscuro, que aumenta la velocidad de recuperación de PM."
es_122,"La bola de cristal usa el poder de la magia del espíritu del Balrog para aumentar el máximo de PM. "
es_123,"Tiene gran poder defensivo contra la magia de flecha de luz."
es_124,"Este escudo tiene gran poder defensivo contra la magia de luz."
es_125,"Este escudo puede proteger todo el cuerpo y tiene gran defensa contra proyectiles. Requiere el uso de ambas manos, lo que impide al usuario portar otras armas."
es_126,"El escudo de cuero de novicio es un buen escudo para principiantes."
es_127,"Este escudo es de fabricación élfica y aumenta la RM."
es_128,"Este escudo aumenta tu RM."
es_129,"Este amuleto aumenta tu CAR."
es_130,"Este amuleto aumenta tu DES."
es_131,"Este amuleto aumenta ligeramente tus PS."
es_132,"Este amuleto aumenta tu FZA."
es_133,"Este amuleto aumenta tu INT."
es_134,"Este amuleto aumenta tu SAB."
es_135,"Este amuleto aumenta tu CON."
es_136,"Este amuleto tiene el símbolo de un esqueleto escalofriante. Resistencia al encantamiento."
es_137,"Si se usa junto con la varita de polimorfia, podrás convertirte en el monstruo que quieras."
es_138,"El anillo de novicio es bueno para principiantes."
es_139,"Si llevas este anillo podrás invocar a tu voluntad el monstruo que desees."
es_140,"Si se usa junto con el pergamino de teletransporte, podrás trasladarle al lugar que fue marcado anteriormente."
es_141,"Equípate con este cinturón para aumentar tus PS."
es_142,"Equípate con este cinturón para aumentar tus PS y PM."
es_143,"Equípate con este cinturón para aumentar tus PM."
es_144,"Te concede un poder y un espíritu mayores."
es_145,"El pergamino de protección puede impedir que tu equipo desaparezca en caso de no conseguir realizar un encantamiento."
es_146,"El tomo sagrado contiene mensajes de reparación."
es_147,"Contiene los componentes para recuperar todas las pociones."
es_148,"La flauta mágica puede invocar monstruos."
es_149,"Ambos son adecuados como regalo y como sacrificio."
es_150,"Aumenta la concentración y la eficacia de los hechizos, pero solo funciona al lanzarlos."
es_151,"Las acciones serán más rápidas durante un periodo de tiempo."
es_152,"Recupera un poco de PS."
es_153,"Restablece todas las pociones."
es_154,"Recupera una mayor cantidad de PS."
es_155,"Actúa más rápido que mediante la poción verde durante un periodo de tiempo. Solo funciona con los caballeros."
es_156,"La poción mágica naranja de la botella se puede usar para recuperar PS."
es_157,"Comida especial para los elfos. Se elabora combinando la comida de los elfos con la energía de los bosques. Todas las acciones serán más rápidas durante un determinado periodo de tiempo después de comerla. Solo funciona con los elfos. "
